train_loss,train_accuracy,val_loss,val_accuracy
0.3516496555333523,0.847764705882353,0.250435185479991,0.9013333333333333
0.16092057294944034,0.9491764705882353,0.30570339754303083,0.908
0.08764326288863751,0.9752941176470589,0.3843193516789123,0.9
